getpwuid_r did not find a match for uid 501
Filtering the log data using "process == "App" OR process == "WebContent" OR subsystem CONTAINS "ai.elizaos" OR composedMessage CONTAINS "mixed" OR composedMessage CONTAINS "WebSocket""
Timestamp                       (process)[PID]    
2026-07-04 17:14:41.122051-0400  localhost App[46840]: (ExtensionFoundation) [com.apple.extensionkit:launch] Launching process with config: bundleID: com.apple.WebKit.Networking instance ID: Optional([_EXExtensionInstanceIdentifier: A9F845C3-B4A4-4921-9522-722C68F3F112])
2026-07-04 17:14:41.122454-0400  localhost App[46840]: (Network) [com.apple.network:] networkd_settings_read_from_file initialized networkd settings by reading plist directly
2026-07-04 17:14:41.122624-0400  localhost App[46840]: (Network) [com.apple.network:] networkd_settings_read_from_file initialized networkd settings by reading plist directly
2026-07-04 17:14:41.123017-0400  localhost App[46840]: (ExtensionFoundation) [com.apple.extensionkit:default] Failed to resolve host network app id to config: bundleID: com.apple.WebKit.Networking instance ID: Optional([_EXExtensionInstanceIdentifier: A9F845C3-B4A4-4921-9522-722C68F3F112])
2026-07-04 17:14:41.123401-0400  localhost App[46840]: (CoreServices) [com.apple.launchservices:datasep] application record search init. Node: <FSNode 0x6000002360c0> { isDir = y, path = '/Users/shawwalters/Library/Developer/CoreSimulator/Devices/F165C3A3-5069-4174-A40C-89F0BCC4B9FB/data/Containers/Bundle/Application/452AEA64-68FE-4E8F-84C4-2058B4AEC91B/App.app' } bundleID: (null) itemID: 0
2026-07-04 17:14:41.127908-0400  localhost App[46840]: (RunningBoardServices) [com.apple.runningboard:general] Sending launch request: <RBSLaunchRequest| xpcservice<com.apple.WebKit.Networking([app<ai.elizaos.app((null))>:46840])>{vt hash: 114736818}[uuid:A9F845C3-B4A4-4921-9522-722C68F3F112]; "Launching extension com.apple.WebKit.Networking(F93E0961-D79E-4830-91B3-4A34B0DB7D2D for host 46840">
2026-07-04 17:14:41.135848-0400  localhost App[46840]: (TCC) Created Activity ID: 0x7d5b603, Description: TCCAccessRequest() IPC
2026-07-04 17:14:41.135907-0400  localhost App[46840]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d240f0] activating connection: mach=true listener=false peer=false name=com.apple.tccd
2026-07-04 17:14:41.136046-0400  localhost App[46840]: (TCC) [com.apple.TCC:access] SEND: 0/7 synchronous to com.apple.tccd: request: msgID=46840.1, function=TCCAccessRequest, service=kTCCServiceMicrophone,
2026-07-04 17:14:41.138192-0400  localhost App[46840]: (TCC) [com.apple.TCC:access] RECV: synchronous reply <dictionary: 0x600003d00000> { count = 5, transaction: 0, voucher = 0x0, contents =
}
2026-07-04 17:14:41.138249-0400  localhost App[46840]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d240f0] invalidated after the last release of the connection object
2026-07-04 17:14:41.127798-0400  localhost App[46840]: (libsystem_containermanager.dylib) [com.apple.containermanager:unspecified] container_query_get_single_result: success
2026-07-04 17:14:41.139116-0400  localhost App[46840]: (libsystem_containermanager.dylib) Created Activity ID: 0x7d5b604, Description: container_copy_object
2026-07-04 17:14:41.139138-0400  localhost App[46840]: (libsystem_containermanager.dylib) [com.apple.containermanager:unspecified] container_system_group_path_for_identifier: success
2026-07-04 17:14:41.139176-0400  localhost App[46840]: (ManagedConfiguration) [com.apple.ManagedConfiguration:MC] Got system group container path from MCM for systemgroup.com.apple.configurationprofiles: /Users/shawwalters/Library/Developer/CoreSimulator/Devices/F165C3A3-5069-4174-A40C-89F0BCC4B9FB/data/Containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles
2026-07-04 17:14:41.141058-0400  localhost App[46840]: (ManagedConfiguration) [com.apple.ManagedConfiguration:MC] Reading from private effective user settings.
2026-07-04 17:14:41.143795-0400  localhost App[46840]: (WebKit) 0x12b0cc540 - [PID=0] WebProcessCache::updateCapacity: Cache is disabled because process swap on navigation is disabled
2026-07-04 17:14:41.145273-0400  localhost App[46840]: (libMobileGestalt.dylib) No persisted cache on this platform.
2026-07-04 17:14:41.145948-0400  localhost App[46840]: (WebPrivacy) [com.apple.WebPrivacy:XPC] Connecting to system daemon: com.apple.webprivacyd
2026-07-04 17:14:41.146557-0400  localhost App[46840]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d10690] activating connection: mach=true listener=false peer=false name=com.apple.webprivacyd
2026-07-04 17:14:41.146771-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:Process] 0x106a06a38 - PageConfiguration::delaysWebProcessLaunchUntilFirstLoad() -> false because of associated processPool value
2026-07-04 17:14:41.146804-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:Process] 0x108011808 - WebProcessPool::createWebPage: Not delaying WebProcess launch
2026-07-04 17:14:41.146837-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:Process] 0x12b000c40 - [PID=0] WebProcessProxy::constructor:
2026-07-04 17:14:41.147041-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01cc30 - [PID=0, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting background activity / 'WebProcess initialization'
2026-07-04 17:14:41.148214-0400  localhost App[46840]: (BackBoardServices) [com.apple.BackBoard:MousePointer] Activating Connection: <(null):0x600002116c10>
2026-07-04 17:14:41.150262-0400  localhost App[46840]: (AVKit) [com.apple.avkit:AVKit] +[AVPictureInPicturePlatformAdapter isPictureInPictureSupported]_block_invoke isPictureInPictureSupported NO
2026-07-04 17:14:41.153520-0400  localhost App[46840]: (libMobileGestalt.dylib) No persisted cache on this platform.
2026-07-04 17:14:41.153598-0400  localhost App[46840]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d240f0] activating connection: mach=true listener=false peer=false name=com.apple.IOSurface.Remote
2026-07-04 17:14:41.154762-0400  localhost App[46840]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d241e0] activating connection: mach=true listener=false peer=false name=com.apple.accessibility.mediaaccessibilityd
2026-07-04 17:14:41.157717-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:Loading] 0x106009218 - [pageProxyID=12, webPageID=13, PID=0] WebPageProxy::constructor:
2026-07-04 17:14:41.157942-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:Media] VideoPresentationManagerProxy::PlaybackSessionManagerProxy(E3801EC0)
2026-07-04 17:14:41.157968-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:Fullscreen] VideoPresentationManagerProxy::VideoPresentationManagerProxy(E3801EC0)
2026-07-04 17:14:41.158311-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:Process] 0x12b000c40 - [PID=0] WebProcessProxy::addExistingWebPage: webPage=0x106009218, pageProxyID=12, webPageID=13
2026-07-04 17:14:41.158385-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSwapping] 0x12b0cc540 - [PID=0] WebProcessCache::updateCapacity: Cache is disabled by client
2026-07-04 17:14:41.159032-0400  localhost App[46840]: (libMobileGestalt.dylib) No persisted cache on this platform.
2026-07-04 17:14:41.159293-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:TextInteraction] Conforming to BrowserEngineKit text input protocol
2026-07-04 17:14:41.159172-0400  localhost App[46840]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d201e0] activating connection: mach=true listener=false peer=false name=com.apple.webinspector
2026-07-04 17:14:41.176088-0400  localhost App[46840]: (CoreLocation) Created Activity ID: 0x7d5b605, Description: CL: CLLocationManager
2026-07-04 17:14:41.176169-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Client] {"msg":"CLLocationManager", "event":activity, "_cmd":initWithEffectiveBundleIdentifier:bundlePath:websiteIdentifier:delegate:silo:, "self":"0x6000000088e0", "identifier":(null), "bundlePath":(null)}
2026-07-04 17:14:41.177764-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Core] {"msg":"state transition", "event":state_transition, "state":LocationManager, "id":"0x6000000088e0", "property":init, "new":'00 00 00 00 00 00 F0 BF 00 00 00 00 00 00 F0 BF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F0 3F 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00'}
2026-07-04 17:14:41.177791-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Core] {"msg":"state transition", "event":state_transition, "state":LocationManager, "id":"0x6000000088e0", "property":lifecycle, "old":"0x0", "new":"0x6000029355e0"}
2026-07-04 17:14:41.177873-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Client] {"msg":"client allocated", "client":"0x104205f80"}
2026-07-04 17:14:41.177910-0400  localhost App[46840]: (CoreLocation) Created Activity ID: 0x7d5b606, Description: CL: _CLClientCreateConnection
2026-07-04 17:14:41.177925-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Client] {"msg":"_CLClientCreateConnection", "event":activity, "client":"0x104205f80"}
2026-07-04 17:14:41.178001-0400  localhost App[46840]: (LocationSupport) Created Activity ID: 0x7d5b607, Description: CL: Sending cached messages to daemon
2026-07-04 17:14:41.178062-0400  localhost App[46840]: (LocationSupport) [com.apple.LocationSupport:Connection] {"msg":"Sending cached messages to daemon", "event":activity}
2026-07-04 17:14:41.178114-0400  localhost App[46840]: (libxpc.dylib) [com.apple.xpc:connection] [0x10400a710] activating connection: mach=true listener=false peer=false name=com.apple.locationd.registration
2026-07-04 17:14:41.178204-0400  localhost App[46840]: (LocationSupport) Created Activity ID: 0x7d5b608, Description: CL: CLConnectionClient::sendMessage(cache)
2026-07-04 17:14:41.178318-0400  localhost App[46840]: (LocationSupport) Created Activity ID: 0x7d5b609, Description: CL: CLConnection::sendMessage
2026-07-04 17:14:41.178339-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Core] {"msg":"state transition", "event":state_transition, "state":LocationManager, "id":"0x6000000088e0", "property":pausesLocationUpdatesAutomatically, "old":0, "new":1}
2026-07-04 17:14:41.178517-0400  localhost App[46840]: (LocationSupport) Created Activity ID: 0x7d5b60a, Description: CL: CLConnectionClient::sendMessage(cache)
